url,final_url,http_status,in_sitemap,indexability,robots_meta,x_robots_tag,index_directive,follow_directive,intentional_noindex,hreflang_count,internal_links_total,internal_links_nofollow,page_level_nofollow_cascade,issues,pass,error
https://www.kinexisdigital.com/en,https://www.kinexisdigital.com/en,200,yes,indexable,"index, follow",,index,follow,no,3,144,1,no,,true,
https://www.kinexisdigital.com/es,https://www.kinexisdigital.com/es,200,yes,indexable,"index, follow",,index,follow,no,3,144,1,no,,true,
https://www.kinexisdigital.com/en/about,https://www.kinexisdigital.com/en/about,200,yes,indexable,"index, follow",,index,follow,no,3,126,0,no,,true,
https://www.kinexisdigital.com/es/about,https://www.kinexisdigital.com/es/about,200,yes,indexable,"index, follow",,index,follow,no,3,126,0,no,,true,
https://www.kinexisdigital.com/en/contact,https://www.kinexisdigital.com/en/contact,200,yes,indexable,"index, follow",,index,follow,no,3,120,0,no,,true,
https://www.kinexisdigital.com/es/contact,https://www.kinexisdigital.com/es/contact,200,yes,indexable,"index, follow",,index,follow,no,3,120,0,no,,true,
https://www.kinexisdigital.com/en/services,https://www.kinexisdigital.com/en/services,200,yes,indexable,"index, follow",,index,follow,no,3,141,0,no,,true,
https://www.kinexisdigital.com/es/services,https://www.kinexisdigital.com/es/services,200,yes,indexable,"index, follow",,index,follow,no,3,141,0,no,,true,
https://www.kinexisdigital.com/en/blog,https://www.kinexisdigital.com/en/blog,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/blog,https://www.kinexisdigital.com/es/blog,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/blog/posts,https://www.kinexisdigital.com/en/blog/posts,200,yes,indexable,"index, follow",,index,follow,no,3,152,0,no,,true,
https://www.kinexisdigital.com/es/blog/posts,https://www.kinexisdigital.com/es/blog/posts,200,yes,indexable,"index, follow",,index,follow,no,3,152,0,no,,true,
https://www.kinexisdigital.com/en/case-studies,https://www.kinexisdigital.com/en/case-studies,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/case-studies,https://www.kinexisdigital.com/es/case-studies,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/digital-marketing-agency,https://www.kinexisdigital.com/en/digital-marketing-agency,200,yes,indexable,"index, follow",,index,follow,no,3,139,0,no,,true,
https://www.kinexisdigital.com/es/digital-marketing-agency,https://www.kinexisdigital.com/es/digital-marketing-agency,200,yes,indexable,"index, follow",,index,follow,no,3,139,0,no,,true,
https://www.kinexisdigital.com/en/industries,https://www.kinexisdigital.com/en/industries,200,yes,indexable,"index, follow",,index,follow,no,3,172,0,no,,true,
https://www.kinexisdigital.com/es/industries,https://www.kinexisdigital.com/es/industries,200,yes,indexable,"index, follow",,index,follow,no,3,172,0,no,,true,
https://www.kinexisdigital.com/en/solutions,https://www.kinexisdigital.com/en/solutions,200,yes,indexable,"index, follow",,index,follow,no,3,132,0,no,,true,
https://www.kinexisdigital.com/es/solutions,https://www.kinexisdigital.com/es/solutions,200,yes,indexable,"index, follow",,index,follow,no,3,132,0,no,,true,
https://www.kinexisdigital.com/en/locations,https://www.kinexisdigital.com/en/locations,200,yes,indexable,"index, follow",,index,follow,no,3,163,0,no,,true,
https://www.kinexisdigital.com/es/locations,https://www.kinexisdigital.com/es/locations,200,yes,indexable,"index, follow",,index,follow,no,3,163,0,no,,true,
https://www.kinexisdigital.com/en/resources,https://www.kinexisdigital.com/en/resources,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/resources,https://www.kinexisdigital.com/es/resources,200,yes,indexable,"index, follow",,index,follow,no,3,126,0,no,,true,
https://www.kinexisdigital.com/en/privacy,https://www.kinexisdigital.com/en/privacy,200,yes,indexable,"index, follow",,index,follow,no,3,120,0,no,,true,
https://www.kinexisdigital.com/es/privacy,https://www.kinexisdigital.com/es/privacy,200,yes,indexable,"index, follow",,index,follow,no,3,120,0,no,,true,
https://www.kinexisdigital.com/en/terms,https://www.kinexisdigital.com/en/terms,200,yes,indexable,"index, follow",,index,follow,no,3,120,0,no,,true,
https://www.kinexisdigital.com/es/terms,https://www.kinexisdigital.com/es/terms,200,yes,indexable,"index, follow",,index,follow,no,3,120,0,no,,true,
https://www.kinexisdigital.com/en/services/seo,https://www.kinexisdigital.com/en/services/seo,200,yes,indexable,"index, follow",,index,follow,no,3,145,0,no,,true,
https://www.kinexisdigital.com/es/services/seo,https://www.kinexisdigital.com/es/services/seo,200,yes,indexable,"index, follow",,index,follow,no,3,145,0,no,,true,
https://www.kinexisdigital.com/en/services/local-seo,https://www.kinexisdigital.com/en/services/local-seo,200,yes,indexable,"index, follow",,index,follow,no,3,143,0,no,,true,
https://www.kinexisdigital.com/es/services/local-seo,https://www.kinexisdigital.com/es/services/local-seo,200,yes,indexable,"index, follow",,index,follow,no,3,143,0,no,,true,
https://www.kinexisdigital.com/en/services/ppc-management,https://www.kinexisdigital.com/en/services/ppc-management,200,yes,indexable,"index, follow",,index,follow,no,3,143,0,no,,true,
https://www.kinexisdigital.com/es/services/ppc-management,https://www.kinexisdigital.com/es/services/ppc-management,200,yes,indexable,"index, follow",,index,follow,no,3,143,0,no,,true,
https://www.kinexisdigital.com/en/services/google-ads,https://www.kinexisdigital.com/en/services/google-ads,200,yes,indexable,"index, follow",,index,follow,no,3,144,0,no,,true,
https://www.kinexisdigital.com/es/services/google-ads,https://www.kinexisdigital.com/es/services/google-ads,200,yes,indexable,"index, follow",,index,follow,no,3,144,0,no,,true,
https://www.kinexisdigital.com/en/services/meta-ads,https://www.kinexisdigital.com/en/services/meta-ads,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/es/services/meta-ads,https://www.kinexisdigital.com/es/services/meta-ads,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/en/services/web-design,https://www.kinexisdigital.com/en/services/web-design,200,yes,indexable,"index, follow",,index,follow,no,3,143,0,no,,true,
https://www.kinexisdigital.com/es/services/web-design,https://www.kinexisdigital.com/es/services/web-design,200,yes,indexable,"index, follow",,index,follow,no,3,143,0,no,,true,
https://www.kinexisdigital.com/en/services/email-marketing,https://www.kinexisdigital.com/en/services/email-marketing,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/es/services/email-marketing,https://www.kinexisdigital.com/es/services/email-marketing,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/en/services/content-marketing,https://www.kinexisdigital.com/en/services/content-marketing,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/es/services/content-marketing,https://www.kinexisdigital.com/es/services/content-marketing,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/en/services/social-media,https://www.kinexisdigital.com/en/services/social-media,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/services/social-media,https://www.kinexisdigital.com/es/services/social-media,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/services/video-marketing,https://www.kinexisdigital.com/en/services/video-marketing,200,yes,indexable,"index, follow",,index,follow,no,3,132,0,no,,true,
https://www.kinexisdigital.com/es/services/video-marketing,https://www.kinexisdigital.com/es/services/video-marketing,200,yes,indexable,"index, follow",,index,follow,no,3,132,0,no,,true,
https://www.kinexisdigital.com/en/services/branding,https://www.kinexisdigital.com/en/services/branding,200,yes,indexable,"index, follow",,index,follow,no,3,132,0,no,,true,
https://www.kinexisdigital.com/es/services/branding,https://www.kinexisdigital.com/es/services/branding,200,yes,indexable,"index, follow",,index,follow,no,3,132,0,no,,true,
https://www.kinexisdigital.com/en/services/analytics,https://www.kinexisdigital.com/en/services/analytics,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/services/analytics,https://www.kinexisdigital.com/es/services/analytics,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/services/growth-consulting,https://www.kinexisdigital.com/en/services/growth-consulting,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/services/growth-consulting,https://www.kinexisdigital.com/es/services/growth-consulting,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/services/funnels,https://www.kinexisdigital.com/en/services/funnels,200,yes,indexable,"index, follow",,index,follow,no,3,136,0,no,,true,
https://www.kinexisdigital.com/es/services/funnels,https://www.kinexisdigital.com/es/services/funnels,200,yes,indexable,"index, follow",,index,follow,no,3,136,0,no,,true,
https://www.kinexisdigital.com/en/services/paid-ads,https://www.kinexisdigital.com/en/services/paid-ads,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/services/paid-ads,https://www.kinexisdigital.com/es/services/paid-ads,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/industries/technology,https://www.kinexisdigital.com/en/industries/technology,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/industries/technology,https://www.kinexisdigital.com/es/industries/technology,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/ecommerce,https://www.kinexisdigital.com/en/industries/ecommerce,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/industries/ecommerce,https://www.kinexisdigital.com/es/industries/ecommerce,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/financial-services,https://www.kinexisdigital.com/en/industries/financial-services,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/industries/financial-services,https://www.kinexisdigital.com/es/industries/financial-services,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/professional-services,https://www.kinexisdigital.com/en/industries/professional-services,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
